Address|Price(MX$)|Bedrooms|Bathrooms|Size(m2)
"Departamento en Renta Carretera Mexico Toluca #2500
, Santa Fe Cuajimalpa, Cuajimalpa De Morelos"|27,000 MX$|3|4|127m2
"Departamento en Renta Yaquis #1
, Tlalpan, Distrito Federal (cdmx)"|4,000 MX$|2|1|33m2
"Departamento en Renta Nubia #264
, Del Recreo, Azcapotzalco, Distrito Federal (cdmx)"|10,500 MX$|2|1|55m2
"Departamento en Renta Calzada De Tlalpan #1510
, Portales Oriente, Benito Juárez, Distrito Federal (cdmx)"|14,000 MX$|2|2|70m2
"Departamento en Renta Begonias #1
, Clavería, Azcapotzalco, Distrito Federal (cdmx)"|8,750 MX$|2|1|75m2
"Departamento en Renta Prolongación Paseo De La Reforma #307
, Santa Fe, Álvaro Obregón, Distrito Federal (cdmx)"|19,500 MX$|2|2|75m2
Departamento en Renta José María Izazaga 20, Distrito Federal (cdmx)|18,000 MX$|2|1|80m2
"Departamento en Renta Renta Residencial La Jolla Bosques De La Reforma 1592, Bosques De Las Lomas, Cuajimalpa De Morelos
, Bosques De Las Lomas, Cuajimalpa De Morelos"|97,025 MX$|3|3|400m2
Departamento en Renta Mimosa 3, Distrito Federal (cdmx)|3,500 MX$|1|1|30m2
Departamento en Renta Calle  3, Agrícola Pantitlán, Iztacalco|3,500 MX$|1|1|35m2
Departamento en Renta Calzada De Las Aguilas 1124, Ciudad De México, Distrito Federal (cdmx)|Desde				7,700 MX$|2|1|60m2
"Departamento en Renta Bahia De San Hipolito #43
, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)"|17,500 MX$|2|2|74m2
"Departamento en Renta Barranquilla #139
, Gustavo A. Madero, Distrito Federal (cdmx)"|10,500 MX$|2|1|66m2
"Departamento en Renta Paseo De Las Palmas #800
, Lomas De Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)"|52,393.5 MX$|2|3|270m2
Departamento en Renta Ave. Carlos Lazo 20, Álvaro Obregón, Distrito Federal (cdmx)|Desde				22,000 MX$|1|1|120m2
Departamento en Renta 6ta Cerrada De Francisco I Madero, Ex Ejido De Santa Ursula Coapa, Ex-ejido De Santa Ursula Coapa, Ciudad De México|Desde				2,900 MX$|3||80m2
Departamento en Renta Calle La Paz # 6 Colonia San Lorenzo Huipulco, San Lorenzo Huipulco, Tlalpan, Distrito Federal (cdmx)|Desde				2,500 MX$|34|14|200m2
"Departamento en Renta Pocito #139, 7
, Popotla, Miguel Hidalgo, Distrito Federal (cdmx)"|8,300 MX$|3|1|70m2
"Departamento en Renta Prol Bosque De La Reforma #1455
, Bosques De Las Lomas, Miguel Hidalgo, Distrito Federal (cdmx)"|56,500 MX$|3|4|380m2
Departamento en Renta Av. Aquiles Serdan 671, Centro De Azcapotzalco, Distrito Federal (cdmx)|Desde				13,200 MX$|2|1|64m2
"Departamento en Renta Jesús Lecuona #90, 3
, Tlalpan, Distrito Federal (cdmx)"|8,500 MX$|2|1|80m2
Departamento en Renta Av. Jardín 257, Ampliación Del Gas, Azcapotzalco, Distrito Federal (cdmx)|Remate Bancario				13,000 MX$|1|1|51m2
"Departamento en Renta Andres Molina Enriquez #4118
, Cuauhtémoc, Distrito Federal (cdmx)"|5,000 MX$|1|1|40m2
Departamento en Renta Etla 15, Cuauhtémoc, Cuauhtémoc, Distrito Federal (cdmx)|21,000 MX$|1|1|50m2
"Departamento en Renta Miguel De Cervantes De Saavedra #303
, Granada, Miguel Hidalgo, Distrito Federal (cdmx)"|145,537.5 MX$|3|3|221m2
"Departamento en Renta Jesus Del Monte #245
, Jesús Del Monte, Cuajimalpa De Morelos"|23,500 MX$|2|2|98m2
"Departamento en Renta Miguel De Cervantes Saavedra #443
, Granada, Miguel Hidalgo, Distrito Federal (cdmx)"|43,000 MX$|3|2|110m2
"Departamento en Renta Avenida 2 #200
, San Pedro De Los Pinos, Álvaro Obregón, Distrito Federal (cdmx)"|14,500 MX$|2|2|90m2
Departamento en Renta Tekit 189-16, Colonia Heroes De Padierna, Tlalpan, Distrito Federal (cdmx)|5,200 MX$|2|1|60m2
"Departamento en Renta Bartolome R Salido #166
, Vertiz Narvarte, Benito Juárez, Distrito Federal (cdmx)"|16,000 MX$|2|2|76m2
"Departamento en Renta Avenida Parque Lira #141, 12
, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)"|15,000 MX$|2|1|95m2
"Departamento en Renta Prol. Paseo De La Reforma #3700
, Bosques De Las Lomas, Miguel Hidalgo, Distrito Federal (cdmx)"|56,500 MX$|3|4|380m2
"Departamento en Renta Antigua Taxqueña #164
, Coyoacán, Distrito Federal (cdmx)"|17,500 MX$|3|2|115m2
"Departamento en Renta Lago Neuchatel #10
, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)"|28,500 MX$|3|2|125m2
Departamento en Renta Gabino Barreda 117, San Rafael, Ciudad De México|Desde				4,500 MX$|2|1|70m2
Departamento en Renta Av Tamapulipas 250, San Francisco Culhuacán Barrio De Santa Ana, Ciudad De México|66,000 MX$|4|4|320m2
"Departamento en Renta Adolfo Prieto #1033
, Del Valle, Benito Juárez, Distrito Federal (cdmx)"|26,000 MX$|3|2|117m2
Departamento en Renta Parras 15, Hipódromo, Cuauhtémoc, 06100, México D.f., Distrito Federal (cdmx)|4,500 MX$|1|1|11m2
Departamento en Renta Avenida México No. 133, Colonia Hipódromo, Delegación Cuauhtémoc, Ciudad De México, Ciudad De México, Distrito Federal (cdmx)|Desde				15,500 MX$|1|1|40m2
Departamento en Renta Calle 4 Num 308, Agrícola Pantitlán, Iztacalco|4,500 MX$|2|1|60m2
"Departamento en Renta Arquimedes #1
, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)"|97,025 MX$|3|4|240m2
"Departamento en Renta Cuitlahuac #19
, Isidro Fabela, Tlalpan, Distrito Federal (cdmx)"|15,500 MX$|3|3|120m2
"Departamento en Renta Parque Lira #0
, San Miguel Chapultepec, Miguel Hidalgo, Distrito Federal (cdmx)"|15,000 MX$|2|1|93m2
"Departamento en Renta Rio Elba #30
, Cuauhtémoc, Distrito Federal (cdmx)"|21,000 MX$|2|1|120m2
Departamento en Renta Cerrada De La Cruz 12, Cuajimalpa De Morelos, Distrito Federal (cdmx)|21,000 MX$|2|2|94m2
Departamento en Renta San Marcos 11, Ciudad De México, Distrito Federal (cdmx)|16,300 MX$|3|3|120m2
"Departamento en Renta Plutarco Elias Calles #282
, Iztacalco, Distrito Federal (cdmx)"|10,000 MX$|2|1|72m2
Departamento en Renta Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10,100 MX$|2|2|65m2
Departamento en Renta Centeotl 341, Azcapotzalco, Distrito Federal (cdmx)|10,000 MX$|2|2|67m2
Departamento en Renta Fracc Copal Lt 2 Edf D104, San Pedro Zacatenco, Gustavo A. Madero|1,500 MX$|2|1|1m2
Departamento en Renta Av Ejercito Nacional 769 Esq Moliere, Miguel Hidalgo, Ciudad De México, Distrito Federal (cdmx)|Desde				38,000 MX$|2|2|115m2
Departamento en Renta 2 Cuadras De Ipn, Planetario Lindavista, Ciudad De México|2,500 MX$|1|1|35m2
Departamento en Renta Revillagigedo 18, Distrito Federal (cdmx)|34,929 MX$|3|2|115m2
"Departamento en Renta Lago Alberto #00
, Colonia Anahuac I Sección, Miguel Hidalgo, Distrito Federal (cdmx)"|25,000 MX$|2|2|90m2
Departamento en Renta Av. De Los Bosques 1516 Col. Lomas De Chamizal, Lomas Del Chamizal, Cuajimalpa De Morelos|45,000 MX$|3|4|285m2
"Departamento en Renta Cholula #10
, Hipódromo Condesa, Cuauhtémoc, Distrito Federal (cdmx)"|28,750 MX$|2|2|93m2
Departamento en Renta Avenida Paseo De Las Palmas 800, Lomas De Chapultepec I Sección, Miguel Hidalgo, Distrito Federal (cdmx)|67,917.5 MX$|3|3|320m2
Departamento en Renta Lago Zurich 244 Ph, Ampliación Granada, Miguel Hidalgo, Distrito Federal (cdmx)|25,000 MX$|3|2|110m2
"Departamento en Renta Concepcion Beistigui #616, 201
, Del Valle, Benito Juárez, Distrito Federal (cdmx)"|15,000 MX$|2|2|80m2
Departamento en Renta Miguel De Cervantes Saavedra 380, Colonia Irrigación, Miguel Hidalgo, Distrito Federal (cdmx)|35,000 MX$|2|2|154m2
Departamento en Renta Cuitlahuac 44, Guadalupe Victoria, Ciudad De México|8,500 MX$|2|2|60m2
Departamento en Renta Sullana #700, Lindavista Sur, Gustavo A. Madero|Desde				2,300 MX$|1|1|500m2
"Departamento en Renta Mazaryk #400
, Polanco, Miguel Hidalgo, Distrito Federal (cdmx)"|50,000 MX$|4|5|350m2
Departamento en Renta Calzada Del Hueso 300, Ciudad De México, Distrito Federal (cdmx)|6,000 MX$|1|1|20m2
Departamento en Renta Sur 143 1614, Iztacalco, Distrito Federal (cdmx)|7,000 MX$|2|1|120m2
Departamento en Renta A 2 Cuadras De Ipn, Planetario Lindavista, Ciudad De México|2,500 MX$|1|1|40m2
Departamento en Renta Josafat F. Márquez 26, Colonial Iztapalapa, Iztapalapa, Distrito Federal (cdmx)|7,500 MX$|2|2|78m2
Departamento en Renta Av. Talleres Graficos 42b, Agrícola Pantitlán, Iztacalco|5,500 MX$|2|1|64m2
Departamento en Renta Calle 31 No. 13, Álvaro Obregón, Col. Olivar Del Conde, Álvaro Obregón, Distrito Federal (cdmx)|4,000 MX$|2|1|64m2
Departamento en Renta Alpes 2001 Periferico Sur, Álvaro Obregón, Distrito Federal (cdmx)|Desde				13,000 MX$|2|2|76m2
Departamento en Renta Calle 31-13 Col. Olivar Del Conde 2da Sección, Delegación Álvaro Obregón, Ciudad De México, Distrito Federal (cdmx)|4,200 MX$|2|1|140m2
